Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
sample balance sheet for small business,17,17,590,32,7.02,https://www.xero.com/us/templates/balance-sheet-template/,0,0,0.00,0.54,110000000,"[100,20,20,24,16,30,30,24,10,10,10,20]",2025-12-18,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
real pay stub creator,27,27,50,67,0.00,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,1,944000,"[4,4,9,4,9,14,66,9,9,100,33,42]",2026-01-08,"Sitelinks, Video, Ads bottom, Video Carousel, People also ask, Related searches",informational,Organic
sample invoice spreadsheet,62,62,110,58,3.48,https://www.xero.com/us/templates/invoice-template/,0,0,0.00,0.94,3140000,"[29,52,52,100,82,52,52,82,52,52,41,82]",2025-12-29,"Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches",informational,Organic
job receipt template,40,40,30,55,2.00,https://www.xero.com/us/templates/receipt-template/,0,0,0.00,1,16600000,"[27,18,100,63,18,18,18,18,18,18,18,18]",2026-01-13,"Image pack, Video, Image, Ads bottom, Related searches",informational,Organic
sample paycheck stub with deductions,28,28,30,35,4.02,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,0.39,71400,"[7,7,7,7,7,11,42,11,7,15,11,7]",2025-12-12,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
freelance photographer invoice,56,75,50,17,0.00,https://www.xero.com/us/templates/invoice-template/photography-template/,0,0,0.00,0.33,149000,"[14,21,14,21,21,35,35,64,64,64,14,14]",2026-01-20,"Image pack, Video, Ads top, Ads bottom, Video Carousel, People also ask, Related searches","commercial, informational",Organic
check stub format,18,18,70,41,4.63,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,0.06,2400000,"[1,1,1,8,8,10,10,5,5,3,3,8]",2025-12-04,"Image pack, Sitelinks, Video, Image, Ads bottom, Video Carousel, Related searches",informational,Organic
check stub format,23,23,70,41,4.63,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,0.06,2400000,"[1,1,1,8,8,10,10,5,5,3,3,8]",2025-12-04,"Image pack, Sitelinks, Video, Image, Ads bottom, Video Carousel, Related searches",informational,Organic
making an invoice template,46,46,70,67,5.41,https://www.xero.com/us/templates/invoice-template/,0,0,0.00,0.78,54400000,"[100,82,82,82,0,23,23,0,0,41,17,23]",2025-12-09,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches, AI overview","commercial, informational",Organic
downloadable invoice templates,13,13,70,64,3.95,https://www.xero.com/us/templates/invoice-template/,0,0,0.00,0.78,25200000,"[15,21,34,100,3,0,15,3,0,65,3,9]",2025-12-06,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches","commercial, informational",Organic
receipt of cash template,16,16,40,30,1.17,https://www.xero.com/us/templates/receipt-template/cash-receipt-template/,0,0,0.00,0.9,13500000,"[0,0,0,0,0,100,65,0,0,3,0,3]",2025-12-13,"Image pack, Video, Image, Ads bottom, People also ask, Related searches",informational,Organic
receipt of cash template,92,92,40,30,1.17,https://www.xero.com/us/templates/receipt-template/,0,0,0.00,0.9,13500000,"[0,0,0,0,0,100,65,0,0,3,0,3]",2025-12-13,"Image pack, Video, Image, Ads bottom, People also ask, Related searches",informational,Organic
how to make a free pay stub,24,24,50,43,7.69,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,0.87,145000000,"[100,0,0,15,0,0,0,11,65,19,19,3]",2025-12-24,"Sitelinks, Video, Ads bottom, Video Carousel, Related searches, Discussions and forums, Ads middle, AI overview",informational,Organic
payment rece,41,41,390,40,2.51,https://www.xero.com/us/templates/receipt-template/,0,0,0.00,0.7,1700000000,"[15,15,23,36,54,36,67,44,67,44,81,100]",2025-12-28,"Image pack, Sitelinks, Video, Image, Related searches, AI overview",informational,Organic
balance sheet blank,18,18,30,27,2.66,https://www.xero.com/us/templates/balance-sheet-template/,0,0,0.00,0.21,25100000,"[33,55,33,33,22,22,22,0,33,77,100,44]",2026-01-06,"Image pack, Sitelinks, Video, Image, Ads bottom, Video Carousel, People also ask, Related searches",informational,Organic
excel expense report template free,22,22,40,,6.72,https://www.xero.com/us/templates/expense-report-template/,0,0,0.00,0.33,2370000,"[41,11,41,23,5,17,17,11,17,52,52,29]",2026-01-15,"Image pack, Sitelinks, Video, Ads bottom, Related searches",informational,Organic
timesheet for employees,69,69,260,47,8.44,https://www.xero.com/us/templates/timesheet-template/,0,0,0.00,0.93,6760000,"[24,20,20,6,13,1,0,0,24,20,36,8]",2026-01-06,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
pay stubs template excel,38,38,70,21,6.31,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,0.97,87400,"[35,10,10,28,23,10,23,17,12,17,17,10]",2026-01-12,"Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches",informational,Organic
receipt for payment template,16,16,480,54,1.70,https://www.xero.com/us/templates/receipt-template/,0,0,0.00,1,118000000,"[7,17,14,26,72,39,26,32,39,100,88,59]",2025-12-30,"Image pack, Sitelinks, Video, Image, Ads bottom, Video Carousel, People also ask, Related searches",informational,Organic
free timesheet templates,31,31,110,32,5.37,https://www.xero.com/us/templates/timesheet-template/,0,0,0.00,0.03,4850000,"[11,7,3,7,5,9,11,0,26,21,17,9]",2025-12-18,"Image pack, Sitelinks, Video, Image, Related searches",informational,Organic
hourly time card template,53,53,170,48,3.72,https://www.xero.com/us/templates/timesheet-template/,0,0,0.00,0.07,2490000,"[14,14,14,22,54,66,54,29,14,14,14,100]",2025-12-08,"Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches",informational,Organic
freshbooks invoice templates,65,65,170,28,12.71,https://www.xero.com/us/templates/invoice-template/,0,0,0.00,0,209000,"[0,0,1,0,0,1,1,2,0,0,100,0]",2026-01-04,"Image pack, Sitelinks, Video, Image, Ads bottom, Video Carousel, People also ask, Related searches","navigational, transactional",Organic
template for pay stubs,11,11,110,47,6.58,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,0.46,10,"[0,0,100,0,0,0,0,0,0,0,0,0]",2025-11-25,"Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches",informational,Organic
business quote templates,92,92,30,26,4.93,https://www.xero.com/us/templates/quote-template/,0,0,0.00,0.16,87300000,"[7,28,28,50,28,35,0,0,0,64,14,35]",2025-12-03,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
paycheck stubs,83,83,1900,50,4.70,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,0.49,14000000,"[7,10,7,4,5,5,7,4,4,4,4,5]",2026-01-07,"Image pack, Sitelinks, People also ask, Related searches, AI overview",informational,Organic
pay stub with check,41,41,30,48,6.62,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,0.45,15000000,"[100,0,100,0,7,7,7,0,0,7,7,7]",2025-12-01,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
example of receipt,28,28,480,52,1.29,https://www.xero.com/us/templates/receipt-template/,0,0,0.00,1,412000000,"[44,44,100,29,54,36,23,44,67,44,100,36]",2026-01-08,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
example of receipt,34,34,480,52,1.29,https://www.xero.com/us/templates/receipt-template/,0,0,0.00,1,412000000,"[44,44,100,29,54,36,23,44,67,44,100,36]",2026-01-08,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
free rental payment log template,29,29,40,9,0.00,https://www.xero.com/us/templates/receipt-template/rent-receipt-template/,0,0,0.00,0.5,14700000,"[64,64,11,11,11,11,11,11,11,11,11,11]",2026-01-06,"Image pack, Video, Ads bottom, Related searches",informational,Organic
free one page business plan template,11,11,90,41,4.22,https://www.xero.com/us/templates/business-plan-template/,0,0,0.00,0.34,175000000,"[4,12,9,15,15,19,12,12,9,15,15,9]",2026-01-01,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
sample invoice simple,76,76,30,62,2.82,https://www.xero.com/us/templates/invoice-template/,0,0,0.00,0.87,24400000,"[0,0,0,100,0,0,100,0,0,0,0,0]",2025-12-12,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
free receipt creator,18,18,50,23,3.03,https://www.xero.com/us/templates/receipt-generator/,0,0,0.00,0.72,10,"[0,8,10,0,0,0,54,0,0,0,29,43]",2025-11-18,"Image pack, Sitelinks, Video, Ads top, Ads bottom, Video Carousel, Related searches, AI overview","commercial, informational",Organic
free receipt creator,20,20,50,23,3.03,https://www.xero.com/us/templates/receipt-generator/,0,0,0.00,0.72,10,"[0,8,10,0,0,0,54,0,0,0,29,43]",2025-11-18,"Image pack, Sitelinks, Video, Ads top, Ads bottom, Video Carousel, Related searches, AI overview","commercial, informational",Organic
free receipt creator,48,48,50,23,3.03,https://www.xero.com/us/templates/receipt-generator/,0,0,0.00,0.72,10,"[0,8,10,0,0,0,54,0,0,0,29,43]",2025-11-18,"Image pack, Sitelinks, Video, Ads top, Ads bottom, Video Carousel, Related searches, AI overview","commercial, informational",Image pack
free receipt creator,57,57,50,23,3.03,https://www.xero.com/us/templates/receipt-generator/,0,0,0.00,0.72,10,"[0,8,10,0,0,0,54,0,0,0,29,43]",2025-11-18,"Image pack, Sitelinks, Video, Ads top, Ads bottom, Video Carousel, Related searches, AI overview","commercial, informational",Image pack
template for itemized receipt,39,39,170,46,1.88,https://www.xero.com/us/templates/receipt-template/,0,0,0.00,0.34,223000,"[65,34,65,42,100,80,80,80,65,53,42,80]",2025-12-05,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
real paycheck stub,44,44,210,71,11.99,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,0.75,14300000,"[12,19,15,29,29,23,23,23,29,23,19,19]",2026-01-16,"Knowledge panel, Sitelinks, Video, Video Carousel, People also ask, Related searches",informational,Organic
sample of rent receipt,27,27,50,23,1.14,https://www.xero.com/us/templates/receipt-template/rent-receipt-template/,0,0,0.00,0.91,45700000,"[3,0,0,3,9,100,0,15,3,15,9,15]",2025-11-30,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
paycheck stub template excel,32,32,320,34,4.90,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,0.72,149000,"[43,43,54,81,81,100,81,35,54,43,66,43]",2026-01-07,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
accounting templates free,66,66,90,13,6.18,https://www.xero.com/us/templates/,0,0,0.00,0.47,42000000,"[14,18,18,22,100,22,4,6,14,8,14,0]",2025-12-27,"Image pack, Sitelinks, Video, Ads bottom, People also ask, Related searches, AI overview","commercial, informational",Organic
quoting template,13,13,260,40,4.53,https://www.xero.com/us/templates/quote-template/,0,0,0.00,0.58,215000000,"[44,100,66,66,0,8,11,81,66,0,0,35]",2025-12-22,"Image pack, Video, Image, Video Carousel, Related searches",informational,Organic
monthly income statement template,7,7,170,15,5.55,https://www.xero.com/us/templates/income-statement-template/,0,0,0.00,0.99,107000000,"[100,54,43,35,29,22,35,22,22,29,22,22]",2026-01-17,"Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches, AI overview",informational,Organic
budget outlines,80,80,50,,2.12,https://www.xero.com/us/templates/budget-template/,0,0,0.00,0.67,49900000,"[23,17,23,29,29,29,29,29,52,29,41,41]",2026-01-12,"Image pack, Sitelinks, Video, Related searches",informational,Organic
expense and income report template,18,18,70,28,5.84,https://www.xero.com/us/templates/expense-report-template/,0,0,0.00,0.56,6880000,"[45,36,45,100,63,63,63,63,63,45,45,45]",2025-11-30,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
expense and income report template,48,48,70,28,5.84,https://www.xero.com/us/templates/income-statement-template/,0,0,0.00,0.56,6880000,"[45,36,45,100,63,63,63,63,63,45,45,45]",2025-11-30,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
expense and income report template,84,84,70,28,5.84,https://www.xero.com/us/templates/income-statement-template/,0,0,0.00,0.56,6880000,"[45,36,45,100,63,63,63,63,63,45,45,45]",2025-11-30,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
invoicecreator,51,51,50,66,8.82,https://www.xero.com/us/templates/invoice-generator/,0,0,0.00,0.84,33600,"[0,0,0,36,0,0,0,0,0,0,0,0]",2025-12-02,"Sitelinks, Video, Ads top, Ads bottom, Related searches",commercial,Organic
free check stub template excel,35,35,110,27,4.13,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,0.25,122000,"[5,9,9,21,17,11,9,9,7,7,14,5]",2025-12-30,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
create a pay stub free,16,16,90,44,11.20,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,0.91,21600000,"[5,15,28,5,35,15,6,11,28,8,8,11]",2026-01-03,"Sitelinks, Video, Ads top, Ads bottom, Related searches",commercial,Organic
receipt for rent paid template,6,6,30,23,1.24,https://www.xero.com/us/templates/receipt-template/rent-receipt-template/,0,0,0.00,0.99,3240000,"[57,100,57,42,100,28,14,42,14,14,71,42]",2025-12-17,"Image pack, Sitelinks, Video, Image, Related searches, AI overview",informational,Organic
payroll template free download,72,72,110,22,9.22,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,0.44,55100000,"[64,64,64,64,64,64,41,29,100,64,100,82]",2026-01-12,"Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches",informational,Organic
template business continuity plan,1,1,140,30,4.57,https://www.xero.com/us/templates/bcp-template/,0,0,0.00,0.24,24300000,"[15,15,12,23,23,12,12,19,12,12,7,7]",2025-12-16,"Sitelinks, Video, Image, Ads bottom, Video Carousel, Related searches, AI overview",informational,AI overview
company receipt format,32,32,140,49,2.75,https://www.xero.com/us/templates/receipt-template/,0,0,0.00,1,343000000,"[53,28,43,43,43,21,28,100,53,43,34,43]",2025-11-26,"Image pack, Sitelinks, Video, Image, Ads bottom, Video Carousel, People also ask, Related searches",informational,Organic
free sample purchase order,24,24,140,28,3.33,https://www.xero.com/us/templates/purchase-order-template/,0,0,0.00,0.67,305000000,"[22,43,29,22,54,43,29,18,22,22,14,10]",2026-01-05,"Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches","informational, transactional",Organic
how to make check stubs free,33,33,70,43,8.31,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,0.91,7570000,"[9,0,0,42,42,52,33,33,33,42,33,23]",2026-01-03,"Sitelinks, Video, Related searches, AI overview",informational,Organic
income statement format example,35,35,320,32,0.00,https://www.xero.com/us/templates/income-statement-template/,0,0,0.00,0.09,192000000,"[1,36,76,67,45,36,1,8,1,1,5,5]",2026-01-08,"Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches",informational,Organic
create free check stub,29,29,50,43,9.56,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,0.91,6490000,"[0,9,9,4,9,9,4,23,33,100,52,33]",2026-01-08,"Sitelinks, Video, Related searches, AI overview",informational,Organic
create free check stub,31,31,50,43,9.56,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,0.91,6490000,"[0,9,9,4,9,9,4,23,33,100,52,33]",2026-01-08,"Sitelinks, Video, Related searches, AI overview",informational,Organic
invoice statement template,16,16,320,58,3.92,https://www.xero.com/us/templates/billing-statement-template/,0,0,0.00,0.46,75400000,"[66,54,54,54,81,66,66,81,54,43,66,54]",2025-12-21,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
receipt template software,9,9,90,60,7.98,https://www.xero.com/us/templates/receipt-template/,0,0,0.00,0,17900000,"[2,2,2,2,2,2,2,15,15,2,2,100]",2026-01-02,"Video, Image, Ads bottom, Video Carousel, Related searches",informational,Organic
pay check stub,91,91,1900,50,4.26,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,0.39,59800000,"[18,18,44,44,53,53,44,44,53,29,18,35]",2026-01-15,"Image pack, Sitelinks, Video, Ads bottom, People also ask, Related searches",informational,Organic
expenses report format,17,17,50,33,4.84,https://www.xero.com/us/templates/expense-report-template/,0,0,0.00,0.86,78400000,"[18,28,18,3,18,3,3,3,3,3,3,3]",2026-01-15,"Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches",informational,Organic
create invoice software free,83,83,30,68,9.10,https://www.xero.com/us/templates/invoice-generator/,0,0,0.00,0.64,43300000,"[57,71,71,71,42,0,100,14,0,28,42,28]",2025-12-20,"Sitelinks, Video, Ads bottom, Related searches, AI overview",informational,Organic
blank purchase order template,19,19,70,25,2.33,https://www.xero.com/us/templates/purchase-order-template/,0,0,0.00,0.82,68300000,"[42,9,14,23,23,23,23,80,42,33,52,19]",2025-12-20,"Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches","informational, transactional",Organic
cash receipt voucher,45,45,40,16,0.00,https://www.xero.com/us/templates/receipt-template/cash-receipt-template/,0,0,0.00,1,65800000,"[10,5,10,4,5,4,2,2,2,2,2,2]",2025-12-30,"Image pack, Sitelinks, Video, Image, Related searches",informational,Organic
time sheet templates free,29,29,70,32,2.96,https://www.xero.com/us/templates/timesheet-template/,0,0,0.00,0.14,10,"[9,7,7,7,0,1,0,2,17,21,2,11]",2025-11-25,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
time sheet templates free,45,45,70,32,2.96,https://www.xero.com/us/templates/timesheet-template/,0,0,0.00,0.14,10,"[9,7,7,7,0,1,0,2,17,21,2,11]",2025-11-25,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
how to make a receipt online,32,32,90,45,3.76,https://www.xero.com/us/templates/receipt-generator/,0,0,0.00,0.81,560000000,"[19,66,52,100,52,66,0,33,33,33,23,33]",2025-12-05,"Sitelinks, Video, Ads top, Ads bottom, Video Carousel, People also ask, Related searches",informational,Organic
sample nonprofit business plan pdf,36,36,90,8,3.57,https://www.xero.com/us/templates/business-plan-template/non-profit/,0,0,0.00,0.37,39100000,"[52,52,52,42,52,42,33,33,33,23,19,33]",2026-01-14,"Image pack, Image, Ads top, Ads bottom, People also ask, Related searches","commercial, informational",Organic
stub sample,28,28,70,38,0.00,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,0.04,20800000,"[81,10,8,8,6,8,8,6,6,10,8,6]",2025-12-15,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
business plan template outline,52,52,40,41,4.15,https://www.xero.com/us/templates/business-plan-template/,0,0,0.00,0.58,48500000,"[35,35,14,14,100,21,7,21,35,28,14,14]",2026-01-16,"Sitelinks, Video, Image, Ads bottom, Related searches, AI overview",informational,Organic
free paystub generator online,28,28,390,46,10.17,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,0.43,166000,"[19,29,36,23,19,36,36,54,67,100,67,67]",2026-01-02,"Sitelinks, Video, Ads bottom, Related searches, AI overview",informational,Organic
blank invoices template,16,16,170,52,2.20,https://www.xero.com/us/templates/invoice-template/,0,0,0.00,0.86,10,"[28,11,18,11,18,23,44,100,18,28,35,35]",2025-11-25,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
medical bill template free,16,16,70,20,3.75,https://www.xero.com/us/templates/invoice-template/medical-template/,0,0,0.00,0.5,26900000,"[45,63,100,81,63,63,63,9,45,45,81,45]",2026-01-02,"Image pack, Video, Image, Ads top, Ads bottom, Related searches","commercial, informational",Organic
quick invoice template,23,23,50,54,3.40,https://www.xero.com/us/templates/invoice-template/,0,0,0.00,0.98,45000000,"[12,10,23,12,10,10,12,12,12,10,7,5]",2026-01-14,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
what does a paystub look like,33,33,880,20,1.93,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,0.1,2280000,"[76,45,76,36,55,67,45,67,76,36,67,76]",2026-01-05,"Video, Image, Related searches, AI overview",informational,Organic
blank payroll check template,59,0,260,48,6.90,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,0.95,885000,"[23,44,44,54,54,23,23,15,23,100,23,15]",2026-01-20,"Image pack, Video, Image, Ads top, Related searches, Ads middle","commercial, informational",Organic
medical invoice template word,53,53,90,11,3.85,https://www.xero.com/us/templates/invoice-template/medical-template/,0,0,0.00,0.13,15600000,"[33,23,23,33,66,66,52,42,23,23,23,100]",2025-12-09,"Image pack, Video, Image, Ads bottom, Related searches",informational,Organic
nonprofit business plan template free,25,25,140,34,3.03,https://www.xero.com/us/templates/business-plan-template/non-profit/,0,0,0.00,0.36,11100000,"[10,18,35,35,35,35,22,8,8,14,100,14]",2026-01-03,"Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches",informational,Organic
free 501c3 donation receipt template,18,18,320,24,2.25,https://www.xero.com/us/templates/receipt-template/donation-receipt/,0,0,0.00,0.53,13300,"[66,100,100,81,81,54,54,43,54,54,43,54]",2025-12-26,"Sitelinks, Video, Image, Ads bottom, Related searches, AI overview",informational,Organic
professional pay stubs,28,28,50,56,16.28,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,0.28,4150000,"[1,1,1,1,2,1,8,2,8,3,5,3]",2025-12-11,"Sitelinks, Video, Ads bottom, Video Carousel, Related searches",informational,Organic
builders estimate template,22,22,40,17,8.93,https://www.xero.com/us/templates/construction-estimate-template/,0,0,0.00,1,79700000,"[5,0,0,0,52,100,23,5,0,41,17,64]",2025-12-12,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
free invoice form template,11,11,50,62,2.79,https://www.xero.com/us/templates/invoice-template/,0,0,0.00,0.46,22200000,"[45,18,45,36,100,100,45,63,27,45,36,36]",2025-12-05,"Image pack, Sitelinks, Video, Image, Ads top, Ads bottom, Related searches",informational,Organic
check stub.pdf,25,25,90,30,0.00,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,0,38500000,"[41,41,23,41,52,52,82,64,41,100,64,52]",2025-11-29,"Image pack, Sitelinks, Video, People also ask",informational,Organic
the paystubs.com,53,53,90,33,0.00,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,0,7,"[64,64,64,64,100,100,78,64,64,50,78,64]",2025-11-24,"Sitelinks, Video, Ads top, Ads bottom",navigational,Organic
the paystubs.com,60,60,90,33,0.00,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,0,7,"[64,64,64,64,100,100,78,64,64,50,78,64]",2025-11-24,"Sitelinks, Video, Ads top, Ads bottom",navigational,Organic
buy proposal template,39,39,50,19,2.52,https://www.xero.com/us/templates/business-proposal-template/,0,0,0.00,0.97,14400000,"[45,45,63,63,45,18,63,45,45,45,18,18]",2025-12-30,"Image pack, Ads bottom, Video Carousel, Related searches, AI overview",transactional,Organic
consulting invoices,15,15,30,21,8.51,https://www.xero.com/us/templates/invoice-template/consulting-template/,0,0,0.00,0.41,11200000,"[11,44,77,55,44,0,44,0,0,33,33,33]",2025-11-28,"Image pack, Video, People also ask, Related searches",informational,Organic
rental receipt printable,16,16,140,23,1.01,https://www.xero.com/us/templates/receipt-template/rent-receipt-template/,0,0,0.00,1,972000,"[6,8,14,54,54,43,43,10,29,35,29,18]",2025-12-28,"Image pack, Sitelinks, Video, Image, Related searches",informational,Organic
how to write a business plan for a nonprofit,87,87,50,25,2.97,https://www.xero.com/us/templates/business-plan-template/non-profit/,0,0,0.00,0.54,144000000,"[77,33,44,100,44,100,55,11,44,55,55,22]",2025-12-02,"Sitelinks, Video, Featured snippet, People also ask, Related searches",informational,Organic
receipt for deposit template,32,32,40,21,1.06,https://www.xero.com/us/templates/receipt-template/,0,0,0.00,0.43,5560000,"[42,42,100,42,14,14,28,42,71,100,57,100]",2025-12-31,"Image pack, Sitelinks, Video, Image, Ads top, Ads bottom, Related searches","commercial, informational",Organic
receipt template generator,21,21,30,53,2.40,https://www.xero.com/us/templates/receipt-generator/,0,0,0.00,0.18,61200000,"[18,18,18,18,18,18,18,100,18,18,18,18]",2025-12-24,"Sitelinks, Video, Ads bottom, Related searches, See results about",informational,Organic
1099 paycheck stub template,98,98,170,38,4.25,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,0.52,17200,"[53,65,65,80,100,80,65,53,53,53,53,53]",2025-12-29,"Sitelinks, Video, Image, Ads bottom, Related searches, AI overview",informational,Organic
receipt template download,4,4,50,53,1.71,https://www.xero.com/us/templates/receipt-template/,0,0,0.00,0.74,0,"[41,29,17,41,82,41,23,52,23,29,17,23]",2025-12-14,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches","commercial, informational",Image pack
receipt template download,19,19,50,53,1.71,https://www.xero.com/us/templates/receipt-template/,0,0,0.00,0.74,0,"[41,29,17,41,82,41,23,52,23,29,17,23]",2025-12-14,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches","commercial, informational",Organic
making receipts,44,44,210,42,2.68,https://www.xero.com/us/templates/receipt-generator/,0,0,0.00,0.42,73800000,"[3,36,30,16,0,0,100,0,0,5,3,3]",2025-12-09,"Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
free printable paycheck stub template,9,9,30,36,4.93,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,0.57,367000,"[11,11,11,11,41,29,11,41,41,11,11,11]",2025-12-12,"Image pack, Sitelinks, Video, Image, Related searches",informational,Organic
template for cash receipt,28,28,50,42,1.17,https://www.xero.com/us/templates/receipt-template/cash-receipt-template/,0,0,0.00,0.9,54200000,"[12,2,0,82,12,0,10,0,12,17,0,0]",2025-12-06,"Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches",informational,Organic
template for cash receipt,66,66,50,42,1.17,https://www.xero.com/us/templates/receipt-template/,0,0,0.00,0.9,54200000,"[12,2,0,82,12,0,10,0,12,17,0,0]",2025-12-06,"Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches",informational,Organic
template receipt for payment,12,12,70,45,1.54,https://www.xero.com/us/templates/receipt-template/,0,0,0.00,0.87,27500000,"[0,0,3,19,11,53,7,34,19,100,0,53]",2025-12-13,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
billing invoice form,61,61,90,56,3.85,https://www.xero.com/us/templates/invoice-template/,0,0,0.00,0.97,35000000,"[52,100,9,9,9,9,9,80,42,23,80,33]",2025-12-01,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
receipt of donation template,14,14,260,17,1.92,https://www.xero.com/us/templates/receipt-template/donation-receipt/,0,0,0.00,1,7000000,"[19,100,100,44,54,23,9,12,9,15,6,9]",2026-01-01,"Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches",informational,Organic
invoice hours worked template free,58,58,30,29,3.12,https://www.xero.com/us/templates/invoice-template/,0,0,0.00,0.5,43300000,"[18,18,18,45,63,36,18,18,18,18,18,18]",2025-12-12,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
create your own paycheck stub,26,26,50,57,9.75,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,0.89,3120000,"[15,26,26,34,11,34,26,15,42,7,19,7]",2026-01-03,"Sitelinks, Video, Ads bottom, Video Carousel, Related searches",informational,Organic
free excel balance sheet template,60,60,70,35,5.24,https://www.xero.com/us/templates/balance-sheet-template/,0,0,0.00,0.31,29400000,"[21,28,50,100,35,50,28,21,35,35,78,35]",2026-01-14,"Image pack, Sitelinks, Video, Image, Ads bottom, Video Carousel, Related searches",informational,Organic
